properties/bounds_imcoords,properties/image_id,properties/type_id,properties/type_name
"78.02718319961184,926.7447943220304,89.71197384837609,903.4538218941432,192.55508696180425,955.0489302614842,180.87029631304,978.3399026893715",164.png,4,maritime vessels
"196.73673043041694,978.1483049006221,208.42152107759904,954.8573324758886,315.00090906607886,1008.3268833920064,303.3161184188968,1031.6178558167398",164.png,4,maritime vessels
"312.41652058674816,1037.4967855795626,332.03795496957395,993.5618346804308,499.54465655811356,1068.370652868232,479.9232221752878,1112.3056037673637",164.png,4,maritime vessels
"574.2026624406917,559.6641260440948,586.1813130853535,535.0339725237252,696.4329390979201,588.6538458192052,684.4542884532583,613.2839993395748",165.png,4,maritime vessels
"1232.2394637001287,713.9886105996817,1242.2662480657054,748.8082896095431,1041.3773561734508,806.656887233686,1031.350571807874,771.8372082238246",165.png,4,maritime vessels
"1877.0971947980345,2871.6639341362134,1886.5838413435156,2858.3316254971414,1927.3019323413207,2887.304712436554,1917.8152857958396,2900.637021075626",166.png,4,maritime vessels
"2865.460985441345,2359.804619325027,2883.335855954701,2371.258189193633,2813.4846431533438,2480.270610504081,2795.609772639988,2468.817040635475",166.png,4,maritime vessels
"2838.1116198596446,2374.0124891405057,2850.575663346218,2381.9989969483327,2809.1489134554795,2446.651135851839,2796.6848699689062,2438.6646280440123",166.png,4,maritime vessels
"2829.2135447004125,2368.1438387709686,2839.1133078300145,2374.48724856534,2809.9352304652207,2420.023649941293,2800.0354673356187,2413.6802401469217",166.png,4,maritime vessels
"2847.1071055237157,2546.248700229975,2877.955576470221,2564.3948595973993,2793.7878792983042,2707.4799448911645,2762.939408351799,2689.33378552374",166.png,4,maritime vessels
"2908.4233628104657,2438.110249571136,2932.3771378518254,2452.200705467822,2888.1071465143787,2527.459690794871,2864.153371473019,2513.3692348981854",166.png,4,maritime vessels
"2882.5186304781882,2368.425624109621,2904.9989773488896,2382.830216487602,2823.4514949611303,2510.0962745894312,2800.971148090429,2495.6916822114504",166.png,4,maritime vessels
"2747.7598653356695,2481.168007901669,2755.384624402718,2467.734822740424,2811.146427779085,2499.385567577587,2803.5216687120364,2512.8187527388322",166.png,4,maritime vessels
"2719.9343320388307,2541.9055461804132,2726.931294813517,2528.134927954723,2780.0584040987633,2555.129242945032,2773.061441324077,2568.899861170722",166.png,4,maritime vessels
"2751.5714169053326,2568.4720906364696,2779.170496209421,2587.5471861880083,2696.9067090319904,2706.571742580409,2669.307629727902,2687.4966470288705",166.png,4,maritime vessels
"2720.0797398142176,2602.7620287952573,2729.477881250606,2609.4749869635048,2700.7578345313314,2649.6830523740914,2691.359693094943,2642.970094205844",166.png,4,maritime vessels
"2286.9807618534974,2612.7355328970852,2350.4140395160084,2661.9108720035574,2101.3345319220775,2983.208698359933,2037.9012542595665,2934.0333592534607",166.png,4,maritime vessels
"379.94210019267297,1027.6842323556514,437.4216985741236,1042.4428298673536,379.3418987676833,1268.6434267941424,321.8623003862327,1253.8848292824403",167.png,4,maritime vessels
"2766.556715592227,1831.7956428133123,2895.086815274834,1854.0739614099057,2808.588675977471,2353.106885193931,2680.0585762948645,2330.828566597337",167.png,1,container
"908.5804908027384,1909.1957690075715,949.4495127747281,1916.8587106271204,932.8367281943139,2005.4602283916315,891.9677062223242,1997.7972867720825",168.png,4,maritime vessels
"2220.1633303730014,2454.9689345994248,2237.4149275385557,2464.100595332552,2201.541116307657,2531.873649789499,2184.2895191421026,2522.7419890563715",169.png,4,maritime vessels
"2073.3647749362403,2647.5522977932224,2094.2445449969664,2658.722545151459,2051.6927937331934,2738.261587893753,2030.8130236724676,2727.0913405355163",169.png,4,maritime vessels
"2092.657381944095,2655.7419386247666,2113.537152004821,2666.9121859830034,2070.985400741048,2746.4512287252974,2050.105630680322,2735.2809813670606",169.png,4,maritime vessels
"2814.949262592303,1317.5847040011113,2843.4053406388525,1337.054652138509,2748.570009284378,1475.6601364237877,2720.1139312378286,1456.19018828639",169.png,4,maritime vessels
"2160.4485731477644,2540.348028735093,2182.4246002321374,2553.0702453927706,2125.44067288311,2651.5028035303867,2103.464645798737,2638.780586872709",169.png,4,maritime vessels
"640.6552235085535,49.75851908593732,674.2246666487099,66.29313543328307,561.048604588884,296.06909759245434,527.4791614487276,279.5344812451086",170.png,2,oil tanker
"571.1249523282485,96.94963544749554,608.4178419956193,115.3182339541611,525.6573794736079,283.3428546966728,488.3644898062371,264.9742561900073",170.png,2,oil tanker
"737.7650332000753,65.4136422250231,772.3923148218591,87.25066667059241,687.1322625802591,222.4487495145631,652.5049809584752,200.6117250689938",170.png,4,maritime vessels
"1116.9124779717072,2882.8396309369246,1130.4342081999525,2884.3147287800057,1126.005248756272,2924.9135236804095,1112.4835185280267,2923.4384258373284",171.png,4,maritime vessels
"840.5999950028915,2470.5372558346244,862.6204996743487,2471.6382810673895,858.0035231034947,2563.9778125522243,835.9830184320375,2562.8767873194593",171.png,4,maritime vessels
"862.0582712091283,2471.9753394073,884.054546949617,2473.4848877399972,877.724492854073,2565.722818995238,855.7282171135843,2564.2132706625407",171.png,4,maritime vessels
"883.7567152936216,2474.048055868396,903.7795675150529,2476.032302485546,894.1599761879316,2573.102724029311,874.1371239665003,2571.118477412161",171.png,4,maritime vessels
"901.9325931761813,2478.763592285414,921.9554453976126,2480.7478389025637,912.3358540704913,2577.8182604463286,892.31300184906,2575.8340138291787",171.png,4,maritime vessels
"923.3018920479078,2485.9773838629812,943.2588814461549,2488.5406669034915,930.8321321238702,2585.2917866823404,910.8751427256232,2582.7285036418302",171.png,4,maritime vessels
"940.6119451849861,2490.6983074452824,960.5689345832332,2493.2615904857926,948.1421852609485,2590.0127102646416,928.1851958627014,2587.4494272241313",171.png,4,maritime vessels
"960.0201865899352,2499.615607549023,979.3248904221218,2502.0951107921055,969.4404300297521,2579.052695319579,950.1357261975654,2576.5731920764965",171.png,4,maritime vessels
"978.4834262869211,2502.7351532274984,997.7881301191078,2505.214656470581,987.903669726738,2582.1722409980543,968.5989658945514,2579.692737754972",171.png,4,maritime vessels
"844.2895812309708,2372.59127006574,866.2198276205244,2374.8670503490325,856.676700056263,2466.828097884095,834.7464536667095,2464.5523176008023",171.png,4,maritime vessels
"862.6487284935016,2375.7385524519677,884.5789748830551,2378.0143327352603,875.0358473187938,2469.9753802703226,853.1056009292403,2467.69959998703",171.png,4,maritime vessels
"882.0569698814853,2377.8367407127416,903.9872162710388,2380.112520996034,894.4440887067775,2472.0735685310965,872.513842317224,2469.797788247804",171.png,4,maritime vessels
"901.4652112773643,2382.557664293069,923.3954576669179,2384.8334445763617,913.8523301026565,2476.794492111424,891.922083713103,2474.5187118281315",171.png,4,maritime vessels
"925.1149153688075,2388.196742054746,946.9864983435535,2390.9803980681227,935.3136735872667,2482.6954497770985,913.4420906125207,2479.911793763722",171.png,4,maritime vessels
"1200.225004922352,2388.153778868171,1222.3881731893873,2390.3085313406996,1212.5791599113593,2491.201239243881,1190.4159916443239,2489.046486771352",171.png,4,maritime vessels
"1178.3848431816593,2385.4802705094953,1200.5480114486948,2387.635022982024,1190.7389981706667,2488.5277308852055,1168.5758299036313,2486.3729784126767",171.png,4,maritime vessels
"832.9222341504717,2059.705722767804,838.1486403103532,2027.2978175875537,963.369643272151,2047.4921441750348,958.1432371122695,2079.9000493552853",171.png,4,maritime vessels
"747.3855945282626,1817.110062805085,751.082935235465,1807.0729750776447,800.6146512304872,1825.3188681911738,796.9173105232848,1835.355955918614",171.png,4,maritime vessels
"1475.6759531582068,2803.3734985698934,1512.4753806582087,2809.381568369272,1495.994238201072,2910.3285658610953,1459.19481070107,2904.3204960617168",171.png,4,maritime vessels
"1689.2437748070147,2784.869718377289,1710.0278968867192,2777.273809368063,1739.8776145690322,2858.949376518802,1719.0934924893277,2866.5452855280278",171.png,4,maritime vessels
"2248.4166472306065,2906.966274625908,2288.0313522666456,2881.46091658832,2360.9672997142748,2994.7444094294597,2321.3525946782356,3020.249767467048",171.png,4,maritime vessels
"1283.4145682586256,2854.889400803503,1311.0209738506692,2860.717569522725,1291.8155409368794,2951.688335149366,1264.2091353448359,2945.860166430144",171.png,4,maritime vessels
"1181.7452288324503,2796.2283487433297,1196.4907376190458,2799.7907193671476,1186.1810594662666,2842.464956789937,1171.435550679671,2838.902586166119",171.png,4,maritime vessels
"1044.9358898399137,2729.511625157426,1060.4427365824583,2731.2032811657036,1056.282410839292,2769.339600478062,1040.7755640967473,2767.6479444697843",171.png,4,maritime vessels
"833.0670232527551,2569.348366571385,860.0018926511915,2570.695110040319,854.3316936391114,2684.099090365127,827.3968242406751,2682.752346896193",171.png,4,maritime vessels
"858.424058489844,2572.953289239304,885.3589278921687,2574.300032708432,879.6710640520208,2688.057309594856,852.7361946496961,2686.7105661257283",171.png,4,maritime vessels
"1177.3516533668844,2293.549813542552,1197.9477629028654,2277.491829838087,1266.529495503868,2365.4553564435405,1245.933385967887,2381.513340148005",171.png,4,maritime vessels
"1199.7431265433092,2284.779761398456,1219.1591992876263,2269.6418063789283,1285.7704543597215,2355.0779813709732,1266.3543816154045,2370.2159363905007",171.png,4,maritime vessels
"1568.293056463522,2142.7104694501254,1588.7821659791791,2173.774603232297,1400.5469231215072,2297.9297634135432,1380.05781360585,2266.8656296313716",172.png,1,container
"781.0772292099125,1963.0194737308861,798.4692311200332,1931.0243131298357,912.0158571367367,1992.7462454306046,894.623855226616,2024.741406031655",172.png,4,maritime vessels
"858.5406736265589,2258.2403570148203,883.4685226374634,2249.851177058257,911.9829155774574,2334.5796589272936,887.055066566553,2342.968838883857",172.png,4,maritime vessels
"1670.814267802139,2189.729492997507,1692.4859934364822,2230.596414871981,1435.5268813443022,2366.8618129269416,1413.855155709959,2325.9948910524677",172.png,4,maritime vessels
"1666.4021746194405,2366.56133322481,1705.1270664781441,2424.4937714435473,1426.039397472198,2611.0496999295215,1387.3145056134945,2553.117261710784",172.png,4,maritime vessels
"2781.4649318128254,2737.1633812536475,2801.079873611408,2747.1937492195366,2773.1253175361876,2801.860436651683,2753.510375737605,2791.830068685794",173.png,4,maritime vessels
"2572.1965214967295,2718.8133551467663,2574.33565980317,2707.4399168224877,2627.3607605770158,2717.412980467284,2625.221622270575,2728.7864187915625",173.png,4,maritime vessels
"2572.8074411395814,2730.2747604774427,2575.1592360722752,2718.9433848866797,2625.1247189312967,2729.313579436867,2622.772923998603,2740.6449550276297",173.png,4,maritime vessels
"2643.1373832099102,2353.009283842781,2674.886200854396,2364.6193761493173,2641.895805134646,2454.8345122629253,2610.14698749016,2443.224419956389",173.png,4,maritime vessels
"2593.6862928435467,2471.4870107862903,2624.1785879018344,2484.7978591077044,2583.834506702662,2577.2174854211967,2553.3422116443744,2563.9066370997825",173.png,4,maritime vessels
"2569.899556170763,2449.452944049419,2603.142621211229,2463.9645902094308,2560.196741655413,2562.344377833251,2526.9536766149467,2547.8327316732393",173.png,4,maritime vessels
"2922.2282208462107,2223.2067420719045,2929.326445054855,2201.202247023605,3016.165925286869,2229.2149825804067,3009.0677010782247,2251.219477628706",173.png,4,maritime vessels
"2997.853682654792,1943.8190755904636,3016.003488794652,1954.0542085577122,2978.284975597509,2020.9398762478647,2960.1351694576488,2010.7047432806162",173.png,4,maritime vessels
"2708.922554510535,2755.0370341332205,2713.5934351945193,2738.6889517418545,2766.0076281757824,2753.6644354531486,2761.336747491798,2770.0125178445146",173.png,4,maritime vessels
"2616.31535144016,2325.0454241446814,2651.054577699906,2338.2675529770704,2611.1997225118357,2442.9804059131466,2576.46049625209,2429.7582770807576",173.png,4,maritime vessels
"526.4006846712181,1661.0932427517669,540.1867538657339,1666.8979034648828,520.9916637794632,1712.4862424226362,507.2055945849475,1706.6815817095203",174.png,4,maritime vessels
"539.3000503433735,1666.092632034029,553.0861195378893,1671.897292747145,533.8910294516187,1717.4856317048984,520.1049602571029,1711.6809709917825",174.png,4,maritime vessels
"551.2187528872608,1669.568920273035,565.0048220817766,1675.373580986151,545.809731995506,1720.9619199439044,532.0236628009902,1715.1572592307884",174.png,4,maritime vessels
"563.1374554153584,1676.0248841460393,576.9235246098742,1681.8295448591552,557.7284345236036,1727.4178838169087,543.9423653290878,1721.6132231037927",174.png,4,maritime vessels
"586.9748604952382,1687.4469740760373,600.760929689754,1693.2516347891533,581.5658396034834,1738.8399737469067,567.7797704089676,1733.0353130337908",174.png,4,maritime vessels
"597.9003378152928,1694.399550555037,611.6864070098086,1700.204211268153,592.491316923538,1745.7925502259063,578.7052477290222,1739.9878895127904",174.png,4,maritime vessels
"634.075438527313,1700.3316816943027,648.1888449825109,1709.2563357767513,616.9029540995234,1758.7316981006459,602.7895476443256,1749.8070440181973",174.png,4,maritime vessels
"337.9521109835607,1760.846979937679,352.0198520177415,1766.7702393201203,334.0378212357325,1809.4775624300719,319.9700802015517,1803.5543030476306",174.png,4,maritime vessels
"402.4679061895781,1630.0597019047752,402.629663122647,1618.413202686528,448.21207182575426,1619.0462916942663,448.0503148926854,1630.6927909125136",174.png,4,maritime vessels
"403.972071239315,1638.695549509707,404.1338281723839,1627.0490502914597,449.7162368754912,1627.682139299198,449.5544799424223,1639.3286385174454",174.png,4,maritime vessels
"404.965296447358,1648.6278016217173,405.1270533804269,1636.98130240347,450.70946208353416,1637.6143914112083,450.5477051504653,1649.2608906294556",174.png,4,maritime vessels
"526.8087264767746,1424.3980004141292,527.7335239836633,1412.5605923238954,578.6744286089015,1416.5403504970502,577.7496311020128,1428.377758587284",174.png,4,maritime vessels
"530.0305804553809,1398.2470060529365,530.9553779622696,1386.4095979627027,581.8962825875078,1390.3893561358575,580.9714850806191,1402.2267642260913",174.png,4,maritime vessels
"659.4477379750847,1340.3184402139111,661.0378091729343,1352.084967079768,610.4019336598362,1358.9276529588872,608.8118624619866,1347.1611260930304",174.png,4,maritime vessels
"660.4409631831277,1352.2371427499027,662.0310343809773,1364.0036696157595,611.3951588678792,1370.8463554948787,609.8050876700296,1359.079828629022",174.png,4,maritime vessels
"544.4843463677241,1159.204589551291,549.2954813566027,1145.7334115842473,602.4364047924366,1164.71231281389,597.625269803558,1178.1834907809339",174.png,4,maritime vessels
"780.8771651975078,1597.8541947109463,795.4256045654397,1599.9325431900565,788.0389902983422,1651.6388431100656,773.4905509304103,1649.5604946309554",174.png,4,maritime vessels
"804.8012755890237,1406.0000068090205,821.120202338932,1406.4533103302017,819.6297964620684,1460.1079218558286,803.3108697121601,1459.6546183346475",174.png,4,maritime vessels
"817.3340249141781,1404.6168552735385,833.5978731030832,1406.0311029431978,828.948001792812,1459.5046229712766,812.6841536039069,1458.0903753016173",174.png,4,maritime vessels
"832.3523557966955,1404.9902085426788,848.5804204809942,1406.7686265915804,842.7332020303902,1460.124494914127,826.5051373460915,1458.3460768652253",174.png,4,maritime vessels
"778.644596344099,1415.7367441076367,790.5052713654317,1415.484389316769,791.4279851707317,1458.851937619458,779.5673101493991,1459.1042924103258",174.png,4,maritime vessels
"1014.9937720240416,1241.4006356132877,1030.8954602910378,1245.7129578560925,1018.6172499665606,1290.9888584180708,1002.7155616995645,1286.676536175266",174.png,4,maritime vessels
"998.6199745863735,1236.9285039879696,1014.5216628533695,1241.2408262307745,1002.2434525288925,1286.5167267927527,986.3417642618964,1282.2044045499479",174.png,4,maritime vessels
"1122.6624900354234,1059.8609727085823,1145.8656227550605,1060.2125353244032,1144.455714283855,1153.2664947265584,1121.252581564218,1152.9149321107375",174.png,4,maritime vessels
"1100.7763251013646,1061.5665592403384,1123.9794578210017,1061.9181218561594,1122.5695493497963,1154.9720812583146,1099.3664166301592,1154.6205186424936",174.png,4,maritime vessels
"981.8066387170893,857.0992120755343,1002.3535260828968,857.8997401563399,999.9369377299754,919.9255077559303,979.3900503641679,919.1249796751247",174.png,4,maritime vessels
"1259.1903321388693,314.8999376119185,1292.9296784458265,323.2440770204623,1257.9526294088298,464.6730144428535,1224.2132831018725,456.3288750343097",174.png,4,maritime vessels
"1294.0525370643447,325.8750761967161,1327.791883371302,334.21921560525993,1292.8148343343053,475.6481530276511,1259.075488027348,467.3040136191073",174.png,4,maritime vessels
"1366.3330934001128,329.6581298242731,1395.8644841383114,339.8852382997859,1349.7155365554468,473.1430996483119,1320.1841458172482,462.91599117279907",174.png,4,maritime vessels
"1327.5663196179696,354.19738879509765,1354.6622926447403,363.5810801305656,1319.7855334819294,464.2898195543325,1292.6895604551587,454.9061282188645",174.png,4,maritime vessels
"1298.189940053922,108.84888168327035,1317.383564116468,111.14065768930064,1309.7751117455866,174.8614463354117,1290.5814876830407,172.5696703293814",174.png,4,maritime vessels
"1317.984130046392,107.57998819335873,1337.1777541089382,109.87176419938902,1329.569301738173,173.5925528445271,1310.3756776756268,171.3007768384968",174.png,4,maritime vessels
"708.3738773024842,306.3244118455991,719.659982145057,290.8582681730471,792.5877140765944,344.0758022873265,781.3016092340215,359.5419459598785",174.png,4,maritime vessels
"696.7594705906725,321.84545536813357,708.0455754332454,306.3793116955816,780.9733073647827,359.59684580986095,769.6872025222099,375.06298948241295",174.png,4,maritime vessels
"745.0670820426507,109.36048926317483,764.4807561890484,110.87718255739811,757.1983586359471,204.0918711426956,737.7846844895494,202.57517784847232",174.png,4,maritime vessels
"721.0736333147455,100.60636458348475,745.1128645652941,102.48442952683578,737.0958227610232,205.1025645175823,713.0565915104746,203.22449957423126",174.png,4,maritime vessels
"697.2842821137805,94.79413442588614,721.3235133643291,96.67219936923718,713.3064715600582,199.2903343599837,689.2672403095096,197.41226941663265",174.png,4,maritime vessels
"2105.9265890016236,459.22187219895994,2133.2536081080875,431.8948530928689,2289.1143050165606,587.7555500034681,2261.7872859100967,615.0825691095591",174.png,4,maritime vessels
"927.922638948079,88.56843021966623,934.6947482362099,96.38240247547827,898.9718505939001,127.34224709771817,892.1997413057692,119.52827484190612",174.png,4,maritime vessels
"1225.8207982475117,304.40288411679774,1259.560144554469,312.74702352534155,1224.5830955174722,454.17596094773273,1190.843749210515,445.8318215391889",174.png,4,maritime vessels
"766.808800243444,1602.5442940898013,781.3572396113759,1604.6226425689115,773.9706253442785,1656.3289424889206,759.4221859763466,1654.2505940098104",174.png,4,maritime vessels
"26.575570150341687,2901.921163925886,56.992655629531356,2913.8235017254965,19.71338608964155,3009.0927460779535,-10.70369938954812,2997.190408278343",174.png,4,maritime vessels
"15.824794647327039,2258.405122413418,20.167522370150564,2247.9574006469124,69.07843537728651,2268.2878403936575,64.73570765446298,2278.735562160163",174.png,4,maritime vessels
"533.897130448795,1982.4807486948052,559.5411932499992,1995.0513677150614,516.2442814625101,2083.3770677611315,490.6002186613059,2070.8064487408756",174.png,4,maritime vessels
"552.5260271529523,1992.8105868677944,578.1700899541565,2005.3812058880505,534.8731781666675,2093.7069059341206,509.22911536546326,2081.1362869138648",174.png,4,maritime vessels
"571.829359163528,2002.8818905198139,597.4734219651223,2015.4525095402612,554.1765101780232,2103.778209585536,528.532447376429,2091.2075905650886",174.png,4,maritime vessels
"589.4541405109999,2012.1139188491547,615.0982033122041,2024.6845378694109,571.801291524715,2113.010237915481,546.1572287235108,2100.439618895225",174.png,4,maritime vessels
"346.64136502813926,1888.8666684484906,368.61362606153716,1902.5627111605895,305.0798380231272,2004.4885743142822,283.1075769897293,1990.7925316021833",174.png,4,maritime vessels
"364.4876646927088,1900.7140435146314,385.64284645907827,1913.051853520718,324.54457139194244,2017.8147825996427,303.38938962557296,2005.4769725935562",174.png,4,maritime vessels
"380.27201375884414,1909.4505507799245,408.17915056442695,1925.7261354344841,346.6483440295413,2031.2307100579105,318.7412072239585,2014.9551254033508",174.png,4,maritime vessels
"293.3694682556994,1819.5785251647935,313.29757203501265,1832.4522552573246,270.96954866135854,1897.974620298421,251.0414448820453,1885.10089020589",174.png,4,maritime vessels
"403.1634520093996,1785.5148766562263,424.9164790807869,1797.3236627821668,377.4316174425156,1884.795776315438,355.6785903711282,1872.9869901894974",174.png,4,maritime vessels
"575.5148565436783,1681.9463213904996,589.3009257381941,1687.7509821036156,570.1058356519235,1733.339321061369,556.3197664574077,1727.534660348253",174.png,4,maritime vessels
"647.8189214589539,1713.2217743826009,661.2085802464038,1723.1994860357368,626.2311351651487,1770.1377090648198,612.8414763776988,1760.159997411684",174.png,4,maritime vessels
"406.44743310090706,1659.6111506256393,406.6168912046148,1647.4101671196202,452.37837691186616,1648.0457433079637,452.20891880815844,1660.2467268139828",174.png,4,maritime vessels
"526.0576796097861,1412.6487716173049,527.0608657656309,1399.8079888202587,578.4091556157233,1403.8195739640998,577.4059694598785,1416.660356761146",174.png,4,maritime vessels
"282.591402894884,1577.9147149753755,287.1626751141694,1566.956478300549,334.32016813399025,1586.6284149605651,329.74889591470486,1597.5866516353917",174.png,4,maritime vessels
"626.5854089946658,1263.7903563756126,626.9105553957946,1276.1459196094609,581.7397450334095,1277.3346251461835,581.4145986322807,1264.9790619123353",174.png,4,maritime vessels
"623.3457164854019,1254.9541580262348,623.6708628865307,1267.309721260083,578.5000525241455,1268.4984267968057,578.1749061230167,1256.1428635629575",174.png,4,maritime vessels
"637.0841557966829,1272.0573694013233,637.5252279425912,1288.8181109335665,578.8533726167692,1290.3621071274815,578.4123004708609,1273.6013655952383",174.png,4,maritime vessels
"896.5881104422969,1623.164632633836,915.5467947769089,1628.4619120808175,898.2126329606755,1690.4999648904177,879.2539486260634,1685.2026854434362",174.png,4,maritime vessels
"880.267527368983,1591.511425412407,904.9590219651938,1597.5088922012874,882.0157621139005,1691.9660016075452,857.3242675176897,1685.968534818665",174.png,4,maritime vessels
"862.0454964988058,1585.995691887572,886.7369910950166,1591.9931586764524,863.7937312437233,1686.4502680827102,839.1022366475125,1680.45280129383",174.png,4,maritime vessels
"926.0366765309979,1444.7543480274592,945.4259592730599,1450.4737779717632,928.7618828609087,1506.9662068216555,909.3726001188467,1501.2467768773515",174.png,4,maritime vessels
"910.2663273032458,1441.4530506739873,927.4958496543234,1446.535396801574,910.9923211376326,1502.483556630071,893.7627987865551,1497.4012105024842",174.png,4,maritime vessels
"850.0285165330064,1403.1471208454743,868.7506180214133,1407.2077355657782,857.9022752889492,1457.2257223998065,839.1801738005423,1453.1651076795026",174.png,4,maritime vessels
"786.1531365294284,1402.2583856843678,804.7198925409756,1401.8633483174426,805.8949984417497,1457.0933249579455,787.3282424302025,1457.4883623248706",174.png,4,maritime vessels
"633.820697540614,1465.1502448016763,649.1855698311331,1468.5940954866835,639.698443509116,1510.9212744716533,624.333571218597,1507.477423786646",174.png,4,maritime vessels
"1124.7092584036866,1429.8503801519412,1146.7075515208855,1434.3794404976334,1132.2580246002788,1504.562856999625,1110.2597314830798,1500.0337966539328",174.png,4,maritime vessels
"1107.3798327847128,1425.0837389335313,1129.3781259019117,1429.6127992792235,1114.928598981305,1499.796215781215,1092.930305864106,1495.267155435523",174.png,4,maritime vessels
"984.6089706590607,1228.3276526061125,1002.4909578102803,1233.1770050549217,988.3048122293998,1285.4884168734063,970.4228250781802,1280.639064424597",174.png,4,maritime vessels
"973.2261829326284,1226.5707066399398,986.5993544289863,1230.1973294193767,972.4132088468383,1282.5087412425357,959.0400373504804,1278.8821184630988",174.png,4,maritime vessels
"900.9384249934991,1214.6358934543289,915.1089003584395,1217.0714439085373,905.9588797477701,1270.307927442739,891.7884043828296,1267.8723769885305",174.png,4,maritime vessels
"886.5366594255564,1213.6426682423382,900.7071347904969,1216.0782186965466,891.5571141798274,1269.3147022307483,877.386638814887,1266.8791517765399",174.png,4,maritime vessels
"872.6315064655827,1208.6765421863322,886.8019818305231,1211.1120926405406,877.6519612198537,1264.3485761747422,863.4814858549132,1261.9130257205338",174.png,4,maritime vessels
"958.9984009122583,1227.1614958655366,973.5933622880901,1231.119451493714,960.199213073044,1280.5103767137996,945.6042516972121,1276.5524210856222",174.png,4,maritime vessels
"944.431405427088,1223.3386556714024,958.6018807920284,1225.7742061256108,949.4518601813589,1279.0106896598124,935.2813848164185,1276.575139205604",174.png,4,maritime vessels
"930.1868681822073,1218.9590663816218,946.2653205657003,1221.7225503860097,937.0094907330974,1275.5746512112435,920.9310383496044,1272.8111672068555",174.png,4,maritime vessels
"914.9445247605856,1215.7314792608483,930.7915748964865,1218.4551910039174,921.5920265662451,1271.9798358155278,905.7449764303442,1269.2561240724588",174.png,4,maritime vessels
"992.6302324197383,944.9617261394892,1014.4359202018461,950.6501664300806,994.2886854444772,1027.881233005333,972.4829976623694,1022.1927927147415",174.png,4,maritime vessels
"1011.2918310954192,953.0475223889248,1040.3054334096362,960.9843740893854,1015.749253039302,1050.7508556250955,986.735650725085,1042.8140039246348",174.png,4,maritime vessels
"1307.0473451533617,810.3730624990287,1335.0910053237144,818.2603419200578,1307.2099769774213,917.3928871749838,1279.1663168070686,909.5056077539547",174.png,4,maritime vessels
"1556.3891412401642,750.6748451155044,1587.5672852309242,756.5360185314338,1565.242161937371,875.2931102028953,1534.064017946611,869.4319367869658",174.png,4,maritime vessels
"1581.6782592807347,755.6078024049431,1612.9436190447286,761.4853714976542,1590.579465761098,880.4500807508256,1559.314105997104,874.5725116581144",174.png,4,maritime vessels
"1753.9578089472698,450.42097560151456,1788.5705987273273,445.4046292571837,1811.821151400446,605.8334427210509,1777.2083616203886,610.8497890653819",174.png,4,maritime vessels
"1016.4159576253438,460.014218908959,1040.9187576228462,460.9517872572538,1037.4355719442606,551.9828061603341,1012.932771946758,551.0452378120394",174.png,4,maritime vessels
"1002.6811175767108,465.6684580305711,1018.454203142886,466.2719950052556,1015.5449948577178,542.3024506965111,999.7719092915427,541.6989137218266",174.png,4,maritime vessels
"982.3191655558074,466.9745496575196,1004.9705568592799,467.79081601172874,1002.2302491718048,543.8343542524455,979.5788578683323,543.0180878982362",174.png,4,maritime vessels
"961.3141184377481,468.62668118587493,983.9655097412206,469.44294754008405,981.2252020537454,545.4864857808008,958.573810750273,544.6702194265915",174.png,4,maritime vessels
"940.871782062918,467.3599377996992,961.1221508540178,467.549193583977,960.4102875112231,543.7185707867053,940.1599187201233,543.5293150024274",174.png,4,maritime vessels
"1069.4527912132526,294.54720999949166,1096.714322698744,296.59576439101033,1089.8235906025784,388.29550679249917,1062.562059117087,386.2469524009805",174.png,4,maritime vessels
"1167.0716152222096,164.9897709507171,1189.796674218695,159.41180192344862,1207.247140054839,230.5062923560578,1184.5220810583537,236.08426138332626",174.png,4,maritime vessels
"761.3899094124854,113.70140223076847,787.5940834802167,115.74860333188319,780.191360865866,210.5034526996115,753.9871867981348,208.45625159849675",174.png,4,maritime vessels
"1213.385532779979,1675.5134853696977,1249.7846568289897,1689.9763574033145,1197.2654225234257,1822.1530177515456,1160.866298474415,1807.6901457179288",174.png,4,maritime vessels
"1247.2472096015897,1688.1998596098715,1282.395803273657,1703.6469823945818,1224.3773235899646,1835.6630216463523,1189.2287299178972,1820.215898861642",174.png,4,maritime vessels
"1650.1317528904383,1341.3964101984138,1697.421501957902,1372.0827387150835,1602.478935387,1518.3957831876387,1555.1891863195365,1487.709454670969",174.png,4,maritime vessels
"2039.5441412164523,1522.366841954627,2072.429379244614,1494.4852384786907,2173.1429927265112,1613.2729242330965,2140.2577546983493,1641.154527709033",174.png,4,maritime vessels
"2929.407447211783,1663.9715405996392,3027.129423627257,1664.008729108259,3026.981847954779,2051.8001980484114,2929.259871539305,2051.7630095397917",174.png,1,container
"1641.4050020536679,153.85709973971018,1683.6424946884083,165.37942369561034,1645.8159960557468,304.0403798976739,1603.5785034210064,292.51805594177375",174.png,4,maritime vessels
"1488.79503234726,17.36650160260892,1523.5892817985005,26.85832010250354,1492.6914364886702,140.12084584801863,1457.8971870374298,130.62902734812403",174.png,4,maritime vessels
"826.927480179693,0.9657352718954471,841.0286254583765,6.416976739630144,821.97219845635,55.711701113648395,807.8710531776666,50.2604596459137",174.png,4,maritime vessels
