geometry/coordinates/0/0/0,geometry/coordinates/0/0/1,geometry/coordinates/0/0/2,geometry/coordinates/0/1/0,geometry/coordinates/0/1/1,geometry/coordinates/0/1/2,geometry/coordinates/0/2/0,geometry/coordinates/0/2/1,geometry/coordinates/0/2/2,geometry/coordinates/0/3/0,geometry/coordinates/0/3/1,geometry/coordinates/0/3/2,geometry/type,properties/bounds_imcoords,properties/edited_by,properties/feature_id/0,properties/image_id,properties/ingest_time,properties/type_id,properties/type_name,type
131.889382,43.090061,0,131.889477,43.090144,0,131.889847,43.08972,0,131.889751,43.089636,0,Polygon,"883.3523078373564,1918.6879583792092,909.9421299184368,1895.5513599398123,1012.4992595113781,2013.4155237738155,985.9094374302978,2036.5521222132124",Ilwon Lee @ SI Analytics,f4e5177cc8051915a95d4c17498d63c0c0c748aaa0a707948b76aa73de7b9bea,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.891462,43.091055,0,131.891558,43.091115,0,131.891873,43.090615,0,131.891776,43.090554,0,Polygon,"1461.16121676648,1642.637920610131,1487.9413717188836,1625.790311394146,1575.3506837855714,1764.731979106141,1548.5705288331678,1781.5795883221258",Ilwon Lee @ SI Analytics,c94546dbbf1e29ae1c7f46fbc8959edde0f46606905cfa0a9765e0f7597e928a,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.889754,43.089624,0,131.889845,43.089712,0,131.890244,43.089303,0,131.890153,43.089215,0,Polygon,"986.8417842598955,2040.0793972513225,1012.0987983299102,2015.4645106574035,1122.8769987613557,2129.132577185857,1097.619984691341,2153.747463779776",Ilwon Lee @ SI Analytics,2e766036a5066fd3abeb5441c3f58d37858ea35a8fa1981cfc61b1e3441be8ed,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.889965,43.089798,0,131.8901,43.089915,0,131.890541,43.089409,0,131.890406,43.089292,0,Polygon,"1045.3523125632694,1991.7653231160411,1082.767249462058,1959.1471729951877,1205.324118596336,2099.7271111027303,1167.9091816975472,2132.3452612235837",Ilwon Lee @ SI Analytics,e0a4ea59c8ecad9146dc3697b67bda16072aecf743383065fabc589c785a8d4a,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.889552,43.090257,0,131.889645,43.090337,0,131.890035,43.08989,0,131.889942,43.089809,0,Polygon,"930.7285892695834,1864.1935926103001,956.4010412281996,1841.8124806436606,1064.780775989395,1966.1304116781712,1039.1083240307787,1988.5115236448107",Ilwon Lee @ SI Analytics,5b8c3b22762c7a8c8fbe5d8cb4429602ddd9b1fb35b2c5884e804328ba7dd01d,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.889655,43.090313,0,131.889742,43.090389,0,131.89011,43.089968,0,131.890022,43.089892,0,Polygon,"959.3101520253283,1848.5331682654655,983.5416887601564,1827.4082388017682,1085.579954032132,1944.4521313054101,1061.348417297304,1965.5770607691074",Ilwon Lee @ SI Analytics,85e120eca62a8cfca6d2c43cc20856a25a04ba63a245666a8441e2305c2e4809,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.891447,43.090972,0,131.891503,43.090739,0,131.890417,43.090477,0,131.89036,43.09071,0,Polygon,"1457.1382506927537,1665.52483466392,1472.7361547946625,1730.1990711758028,1170.8068763609433,1803.0173089249624,1155.2089722590345,1738.3430724130797",Ilwon Lee @ SI Analytics,feece957eb3ba81ef49320e0b913a6159ae401d3324f091e81e0c079ecbf146a,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.891576,43.091094,0,131.891691,43.091166,0,131.892012,43.090655,0,131.891897,43.090583,0,Polygon,"1492.8567870240981,1631.6556229994642,1524.804200283571,1611.5572503420328,1614.105455641563,1753.506260748931,1582.1580423820901,1773.6046334063624",Ilwon Lee @ SI Analytics,41092cd4f4068fda50abf3672feaa3ea26108cabf3ca6f051f8c8fbe9a80d14d,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.891698,43.091155,0,131.891826,43.091235,0,131.892165,43.090696,0,131.892037,43.090615,0,Polygon,"1526.7135785624182,1614.8489633592374,1562.2414736830924,1592.4980809866956,1656.4819733468853,1742.2982782392398,1620.954078226211,1764.6491606117816",Ilwon Lee @ SI Analytics,403ee84356070ee209b46e3d620179b0521a0126966ce83d343d02acb3b50bca,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.891905,43.091162,0,131.892034,43.091213,0,131.892172,43.090864,0,131.892043,43.090813,0,Polygon,"1584.3996523403478,1612.899374506038,1620.1801816816853,1598.7447475652177,1658.4816503357426,1695.5644538508427,1622.701120994405,1709.719080791663",Ilwon Lee @ SI Analytics,0487d77d79ac3de0c63b631006ed23adf19e70e6b882d697f70673461e2cf9cb,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.892176,43.091191,0,131.892279,43.09124,0,131.892479,43.090818,0,131.892376,43.09077,0,Polygon,"1659.6872051628527,1604.7637980009745,1688.2324069057372,1591.2423866475829,1743.63496836445,1708.2033497141229,1715.0897666215656,1721.7247610675145",Ilwon Lee @ SI Analytics,e1b044e712295f4257cdc9213c5802f25e97c9fe7b50abefdd9d39cee83fcd6e,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.892261,43.091219,0,131.892374,43.091278,0,131.892609,43.090831,0,131.892497,43.090772,0,Polygon,"1683.1819415034472,1596.9519609637916,1714.5351670052855,1580.4481291950888,1779.9479916154494,1704.7164245496203,1748.594766113611,1721.2202563183232",Ilwon Lee @ SI Analytics,bd01ca75c1f57f2db49df9b8724139832102ded3b32d46d0b60cb116ff29d5a6,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.892413,43.09124,0,131.892585,43.091313,0,131.892916,43.090532,0,131.892745,43.090459,0,Polygon,"1725.4936962741508,1590.9908756903083,1773.082221960245,1570.801804185714,1865.1506052019745,1787.8201360975686,1817.5620795158802,1808.0092076021629",Ilwon Lee @ SI Analytics,f71f4974d65d6bcb8020826a869adbdc88952b90bb8c0563924eea93d9aa54cb,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.892603,43.09127,0,131.892743,43.091329,0,131.892963,43.090809,0,131.892823,43.09075,0,Polygon,"1778.077769108612,1582.8447666892007,1816.9184122095985,1566.3669180997585,1878.2224572747743,1710.8693100290611,1839.381814173788,1727.3471586185033",Ilwon Lee @ SI Analytics,b29a84e1c16610e629a435662ffeefb90fe2d9691de4b0e040702f72ec12b3a8,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.892868,43.091323,0,131.892987,43.091394,0,131.893274,43.09091,0,131.893155,43.09084,0,Polygon,"1851.6805848033762,1568.1440018085357,1884.8367719246198,1548.452631493924,1964.5432985998043,1682.6619054552077,1931.3871114785607,1702.3532757698194",Ilwon Lee @ SI Analytics,eaaae9d59795f6ea4845035853ae5b5234f2dfbe3a0a0a311016d1949930c2db,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.892984,43.091353,0,131.893098,43.09142,0,131.893379,43.090943,0,131.893265,43.090876,0,Polygon,"1883.931990267698,1559.6145981181787,1915.5399611240264,1541.0066797915822,1993.631737637812,1673.6557248295042,1962.0237667814836,1692.2636431561007",Ilwon Lee @ SI Analytics,752ba3ffd7d93a4049b162c61d9a742cfd0fc04c3213560e74b67fb4e24d13ad,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.894463,43.091957,0,131.894522,43.091775,0,131.893851,43.091557,0,131.893792,43.091738,0,Polygon,"2294.7544420810395,1392.079429663664,2311.14087319307,1442.3819623827,2124.788172473049,1503.0877664014688,2108.4017413610186,1452.7852336824328",Ilwon Lee @ SI Analytics,06fad933efc878e9323f686075275addebd95c91491ee6232ea01ec15b7f5f2a,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.894849,43.091483,0,131.894943,43.091353,0,131.894438,43.090988,0,131.894344,43.091119,0,Polygon,"2402.0260251975824,1523.666070320181,2428.1262969041354,1559.8418145585665,2287.9494715032442,1660.9773490707544,2261.849199796691,1624.8016048323689",Ilwon Lee @ SI Analytics,c37432454477a612ae0daf80ae800d85ae4541de42dc022083cbf186e23d3a31,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.89589,43.092332,0,131.895937,43.092219,0,131.895521,43.092046,0,131.895474,43.092159,0,Polygon,"2691.115408648988,1287.7316897098622,2704.2018782782243,1319.1711350380265,2588.632789257659,1367.2760350373692,2575.5463196284227,1335.8365897092049",Ilwon Lee @ SI Analytics,1fd60b83bdf7d9cb6d1b62ef7ffa5885df9b65d2345f355ace146580e0185df6,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.889229,43.086633,0,131.889312,43.086762,0,131.88987,43.086399,0,131.889786,43.08627,0,Polygon,"840.8139886284592,2870.798399401234,864.1167377325736,2835.0236861654116,1019.0515568596574,2935.9443334899734,995.748807755543,2971.7190467257956",Ilwon Lee @ SI Analytics,925ca6f9ca3e1102c740d91de231c8b33a819cdc568b14eceb198cbf2e367e05,96.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.899386,43.092354,0,131.899513,43.092472,0,131.899763,43.092202,0,131.899635,43.092084,0,Polygon,"662.194809782818,1281.6663848518594,697.5351096356875,1248.9246364588823,766.9554491889568,1323.8545267706284,731.6151493360873,1356.5962751636055",Ilwon Lee @ SI Analytics,8486d89b693da4318d06662be9999d04e46ab7e65ecb81a7afd6951026464a03,97.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.902682,43.087464,0,131.902682,43.087486,0,131.902741,43.087485,0,131.902741,43.087463,0,Polygon,"1577.8210351984098,2640.103402091688,1577.8625608262255,2633.978372075849,1594.2965191041685,2634.089788743722,1594.2549934763529,2640.214818759561",Ilwon Lee @ SI Analytics,72e416394cdd769f15beb15f90c9139aa35d3a78ab0e1e38d0aa1d876237dc05,97.png,2019:01:14 16:22:03,2,oil tanker,Feature
131.886154,43.076362,0,131.886289,43.076459,0,131.886761,43.075797,0,131.886626,43.0757,0,Polygon,"-13.249175886749995,2723.7679885102407,24.373084946055236,2696.9612727703734,155.45306498280627,2880.9273075042474,117.83080415000103,2907.7340232441147",Ilwon Lee @ SI Analytics,0819b86a67e8e878bd30556a76042db762736021c1f0d3ea01c832d6dc044d76,98.png,2019:01:14 16:22:03,1,container,Feature
131.887709,43.085098,0,131.887817,43.085035,0,131.887572,43.084615,0,131.887463,43.084679,0,Polygon,"418.59868319922924,297.1339503397933,448.75572017453123,314.75899221086814,380.63390022853565,431.3177078135657,350.47686325323366,413.6926659424908",Ilwon Lee @ SI Analytics,ebe703f761e3141d1314136be096e3758477ed3a7fca6f378da7bb702dfeddb0,98.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.887831,43.08506,0,131.887939,43.084997,0,131.887696,43.08458,0,131.887588,43.084643,0,Polygon,"452.71854910198806,307.8952863540902,482.6309696152613,325.37736406760735,415.0542444553897,441.00340423381897,385.1418239421165,423.52132652030184",Ilwon Lee @ SI Analytics,9c0ba7a58042382d51fb5af27f79f67cfa4e409350f834885fb3b10fe3f1495c,98.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.888116,43.085685,0,131.888249,43.085606,0,131.887912,43.085039,0,131.88778,43.085118,0,Polygon,"531.8574186799997,134.25574217856416,568.6650034228785,156.1208294895216,475.1417286856088,313.5574686104864,438.33414394272995,291.69238129952896",Ilwon Lee @ SI Analytics,5cf663457aedc55e7e7d7c9fa434526d2a17272b53904be67eb9dfe718d26654,98.png,2019:01:14 16:22:03,2,oil tanker,Feature
131.887986,43.085814,0,131.888003,43.085999,0,131.889063,43.085906,0,131.889047,43.085721,0,Polygon,"495.7767479647902,98.32536490039786,500.3040063418109,46.9229729444825,794.9363506116779,72.87267485487189,790.4090922346572,124.27506681078725",Ilwon Lee @ SI Analytics,3498e0324e6f06919a4be76e5a01fffb5f6bbf92187bf8af60dcc0a0a94445fd,98.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.891084,43.081993,0,131.8911,43.082226,0,131.891963,43.082167,0,131.891947,43.081934,0,Polygon,"1356.30382615317,1159.6865262903857,1360.7024703323548,1095.1257810870738,1600.4535788092592,1111.4604719961399,1596.0549346300743,1176.0212171994517",Ilwon Lee @ SI Analytics,a5f1855cbf9001cd49c6f0f9b606c1c54b23ed94fac476988ced1949a939884c,98.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.894954,43.081496,0,131.895051,43.081596,0,131.895457,43.081203,0,131.895361,43.081103,0,Polygon,"2431.25359986112,1297.8277372721655,2458.029756017226,1270.0664030153864,2571.0188863120593,1379.0458407013925,2544.2427301559533,1406.8071749581716",Ilwon Lee @ SI Analytics,3dfb1461996268e79d137991c1e625f12417134bfa8b11729965ec41447b317b,98.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.903222,43.0785,0,131.90332,43.078541,0,131.90345,43.078234,0,131.903353,43.078192,0,Polygon,"1727.93700608394,2130.089486229124,1755.0849054206196,2118.582575269868,1791.2872864160809,2203.993733702648,1764.1393870794013,2215.500644661904",Ilwon Lee @ SI Analytics,11388000ad2ff63206dace63da610ff45f687c47769cf3c44b716a86c6f9db3d,99.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.923429,43.083083,0,131.923549,43.083078,0,131.92353,43.08268,0,131.923411,43.082686,0,Polygon,"1341.0552741742142,856.8185108931777,1374.1492606544773,858.3685077879387,1368.97237815331,968.9001353561005,1335.878391673047,967.3501384613395",Ilwon Lee @ SI Analytics,e3f316835eb55c6a6aca000d638bbd903028084d355fb757d346e0b34f97b9f3,100.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.923376,43.08224,0,131.923536,43.082242,0,131.923541,43.081626,0,131.923381,43.081625,0,Polygon,"1326.304357872132,1090.9992566723058,1370.7301933002288,1090.6847054568,1371.9410343224934,1261.6985859728584,1327.5151988943965,1262.0131371883642",Ilwon Lee @ SI Analytics,942a46d50b79be7da76e873c9c2a6ecbf989d65caf9e4ff0007b4da12f37303d,100.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.924285,43.079429,0,131.924406,43.079431,0,131.924414,43.079038,0,131.924293,43.079035,0,Polygon,"1578.5991787782218,1871.9699306642524,1612.2837757623277,1871.2777814108465,1614.5292611585505,1980.5580706450892,1580.8446641744447,1981.250219898495",Ilwon Lee @ SI Analytics,ba6872ec3dae0999c4363d13f441230947a2ae394e872036e8126205497d48a0,100.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.893492,43.074752,0,131.893722,43.0749,0,131.894454,43.07376,0,131.894224,43.073612,0,Polygon,"2025.088910258539,171.12849382876007,2089.056311197431,130.05952270666037,2292.3370374045694,446.6815212900118,2228.3696364656776,487.7504924121115",Ilwon Lee @ SI Analytics,a281e433cb1f9a3cabf05cd21e763a08feec5243d85b84af0a5e52630dad9a66,101.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.900033,43.072104,0,131.900123,43.07228,0,131.90084,43.071914,0,131.90075,43.071738,0,Polygon,"841.9727150693006,906.5914334514605,866.9906502942003,857.6401243323961,1066.3150624337122,959.5104383523626,1041.2971272088125,1008.461747471427",Ilwon Lee @ SI Analytics,a2ab7d99fe4f0657f618124a1061e8d9577980a396eb51665d00cb9847a2642a,102.png,2019:01:14 16:22:03,1,container,Feature
131.917652,43.074251,0,131.917874,43.074296,0,131.918021,43.073561,0,131.917799,43.073516,0,Polygon,"2736.1216285608707,310.16394437631135,2797.968521270211,297.7884601836731,2838.8287950242966,501.9890334789372,2776.981902314956,514.3645176715754",Ilwon Lee @ SI Analytics,a2111109fa1d06631b8052854d681a1d337112719e0c76f16695c7eb0a2f7253,103.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.916432,43.074362,0,131.916703,43.074434,0,131.917013,43.073276,0,131.916743,43.073203,0,Polygon,"2397.4358345538612,279.46917606947,2472.627359680578,259.3435633973934,2558.780850223414,581.2225766954048,2483.589325096697,601.3481893674814",Ilwon Lee @ SI Analytics,f88e101018f5ba6a8f38fbaa32d51a46de518ef20c4133786b22151e928296b7,103.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.915833,43.073518,0,131.915936,43.073564,0,131.916125,43.073138,0,131.916021,43.073092,0,Polygon,"2230.865370677558,513.9773442706395,2259.6604565235903,501.2212150376412,2312.0412930827774,619.4632505218066,2283.2462072367452,632.2193797548049",Ilwon Lee @ SI Analytics,042ff9abf4d6ba87d08244b5b8eb90bdc62e38824a63e669d70b142710cbc691,103.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.913576,43.071507,0,131.913644,43.071428,0,131.913327,43.071154,0,131.913259,43.071233,0,Polygon,"1604.041565215438,1072.6109369666028,1622.883960242515,1094.4284469979552,1534.785066033296,1170.5138556331895,1515.942671006219,1148.696345601837",Ilwon Lee @ SI Analytics,6b30d0ddde90cc3f73912b3104d947daf7245d831bea7ec346212b14e8f81605,103.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.917319,43.074354,0,131.917551,43.074384,0,131.917672,43.073455,0,131.91744,43.073425,0,Polygon,"2643.6172723294085,281.6477459420781,2708.262186472879,273.2410082258165,2741.839530335691,531.4392040584939,2677.1946161922206,539.8459417747555",Ilwon Lee @ SI Analytics,a9f4ee43bf5d8817a1594531c971d57e0d51c9c66c22eafdfbfab3dfac645e1f,103.png,2019:01:14 16:22:03,2,oil tanker,Feature
131.916682,43.074511,0,131.917014,43.074608,0,131.917376,43.073379,0,131.917044,43.073281,0,Polygon,"2466.890892729909,238.083218305964,2558.959412209862,210.99040096443878,2659.4872114708924,552.6103044196304,2567.4186919909394,579.7031217611557",Ilwon Lee @ SI Analytics,9b82405ae9975280a83c2557f68675bbd307828d20292a47e9d34715ec45b8e2,103.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.913242,43.072486,0,131.913363,43.0727,0,131.914409,43.07211,0,131.914288,43.071895,0,Polygon,"1511.2244081591434,800.6508523826072,1544.7912794383712,741.1459442120229,1835.4446963921764,905.1042819979972,1801.8778251129486,964.6091901685816",Ilwon Lee @ SI Analytics,1b4e16e5cea8ec94c8dcb53da92c7b0c08c0647b7cb2c9eef5d97359856539dc,103.png,2019:01:14 16:22:03,1,container,Feature
131.913436,43.071524,0,131.913503,43.071447,0,131.913244,43.071223,0,131.913177,43.0713,0,Polygon,"1565.1099851579697,1067.768723858686,1583.7006955382183,1089.2948095621316,1511.655854454138,1151.5153541347463,1493.0651440738895,1129.9892684313006",Ilwon Lee @ SI Analytics,7d624027090516ac9c54f52333ca07c2ebc90b76ba4a466586d897d7363dc570,103.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.922183,43.073166,0,131.922195,43.073371,0,131.923325,43.073304,0,131.923312,43.073099,0,Polygon,"994.9006512242719,611.582405292712,998.3041359307832,554.6955894753255,1311.9686610428603,573.4618431116877,1308.565176336349,630.3486589290742",Ilwon Lee @ SI Analytics,19daa7011e025c7f7e1b948b4bd59299b5fdd9d71246935a74e946fc35d109ed,104.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.92094,43.073848,0,131.921117,43.0738,0,131.920964,43.073242,0,131.920787,43.073291,0,Polygon,"649.4762353453453,422.1858395815393,698.6271553829688,435.6625240801405,656.1586018213264,590.5499135147206,607.007681783703,577.0732290161195",Ilwon Lee @ SI Analytics,f19a945267c3092aad3b3b1ce105baee40dbe214fd105d8af08fd7e46e2b2a82,104.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.925811,43.074509,0,131.92603,43.074486,0,131.925934,43.073584,0,131.925715,43.073608,0,Polygon,"2002.5857230641034,238.5026971094109,2063.4283050643326,244.96243571363988,2036.833050942461,495.45615207974095,1975.990468942232,488.99641347551193",Ilwon Lee @ SI Analytics,4a8b47f63b896c2a44d5247fe79d1e9793b768d7db7941470c829eda6c5b099a,104.png,2019:01:14 16:22:03,1,container,Feature
131.918879,43.07396,0,131.919029,43.073918,0,131.918895,43.073431,0,131.918745,43.073472,0,Polygon,"77.06537749999791,391.24953105766764,118.70524848045602,402.66676197290866,81.57024227065756,538.1021297003273,39.930371290199446,526.6848987850864",Ilwon Lee @ SI Analytics,ba91b2e665d971e4ae20d55c38c24cfe54b1696204625f8c401f313278963326,104.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.91905,43.074055,0,131.919209,43.074012,0,131.919045,43.073415,0,131.918886,43.073458,0,Polygon,"124.5820881898141,364.6790794529046,168.67908575809594,376.77002959398874,123.23133124207408,542.5228858204879,79.13433367379224,530.4319356794038",Ilwon Lee @ SI Analytics,8be529d67c3c9449eeeaf607964ff37ece56a4fb72bbb472d8dd4feb86f892d6,104.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.929195,43.073445,0,131.929311,43.073435,0,131.929276,43.073048,0,131.92916,43.073059,0,Polygon,"2942.589973288298,534.133708645272,2974.940924387052,537.0757627749914,2965.1830070368987,644.3742328580659,2932.832055938145,641.4321787283465",Ilwon Lee @ SI Analytics,b3c67bc43ec714559da3bedd336d32bc76daddb84450372178d657b3ff92e6ca,104.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.918722,43.07398,0,131.918878,43.073937,0,131.918743,43.073446,0,131.918587,43.073488,0,Polygon,"33.33474417341918,385.66345057830995,76.69865923209359,397.5533969195494,39.284099900970745,534.0083249931281,-4.079815157703663,522.1183786518886",Ilwon Lee @ SI Analytics,143cf35b33e5dfee6e4c6de13889eaf135210a388c5914d840a4dfb0474a7af4,104.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.929589,43.073319,0,131.929686,43.073291,0,131.929589,43.072951,0,131.929492,43.072978,0,Polygon,"52.053285093457816,569.2661987847147,78.8937013707735,576.9116506936542,51.95516657784174,671.4831026306969,25.114750300526055,663.8376507217573",Ilwon Lee @ SI Analytics,9af9a532c7d19692c9c21eeecbc2cbe0d5f117e2e8d519f7dc911f9bc35dbe9a,105.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.929786,43.073263,0,131.929881,43.073245,0,131.92982,43.072925,0,131.929725,43.072943,0,Polygon,"106.89462653179072,584.6780072610479,133.22828009058927,589.728296982917,116.18349961384882,678.6046523564739,89.84984605505028,673.5543626346049",Ilwon Lee @ SI Analytics,95334c08f98569cd45e40843bbb034695d18f56410a0c0eface7de1ed2522b32,105.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.930709,43.07283,0,131.930719,43.072913,0,131.931137,43.072863,0,131.931127,43.07278,0,Polygon,"363.2293104324615,705.0547571479427,365.97300248051243,681.9499820010992,482.00606985204126,695.7289087482706,479.2623778039903,718.8336838951141",Ilwon Lee @ SI Analytics,af31aeb60a5c378f00acb3097d7e023c1a5ab7359b657ba14f6cb31f070b87b8,105.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.88741,43.062242,0,131.887433,43.062084,0,131.886389,43.061929,0,131.886366,43.062087,0,Polygon,"335.5951261240581,646.142852042552,342.0886272852175,689.973984876833,52.135679979347884,732.9299770737694,45.642178818188455,689.0988442394884",Ilwon Lee @ SI Analytics,c9e643a26c5cfa3c2a9e740e80f8cfc21d75c60eeb96b80ac2583f918fac1c1c,107.png,2019:01:14 16:22:03,4,maritime vessels,Feature
131.889709,43.090341,0,131.88979,43.090413,0,131.890177,43.089976,0,131.890095,43.089904,0,Polygon,"974.1980445164786,1840.7805571573,996.8758774522497,1820.7193972520872,1104.3122787978355,1942.1692422484646,1081.6344458620642,1962.2304021536775",Ilwon Lee @ SI Analytics,7ed7dacb35a599dceb535c87b2ca51921339466d67fc9d0bb6829078f4a9efae,108.png,2019:01:14 16:22:12,4,maritime vessels,Feature
131.892657,43.091302,0,131.89279,43.091378,0,131.893086,43.09086,0,131.892954,43.090784,0,Polygon,"1793.2365815054811,1573.9110624589302,1830.00278727823,1552.8781429413025,1912.3001582275967,1696.7365394109306,1875.5339524548478,1717.7694589285584",Ilwon Lee @ SI Analytics,5adca71553c23c6f10cfb6ff2ed4763bdbb24341576aeb38dee69e0e3a99dacd,108.png,2019:01:14 16:22:12,4,maritime vessels,Feature
131.892323,43.091234,0,131.892433,43.091298,0,131.892677,43.090871,0,131.892567,43.090808,0,Polygon,"1700.2660639041287,1592.6814963091363,1730.980918777026,1575.0957362662894,1798.826538646253,1693.5932230378478,1768.1116837733557,1711.1789830806947",Ilwon Lee @ SI Analytics,263bf79cdd5a91ee4d130ade8b20381b8a2a0dba55e850401117eb81a1109f5d,108.png,2019:01:14 16:22:12,4,maritime vessels,Feature
131.893019,43.091384,0,131.893149,43.091448,0,131.893386,43.090965,0,131.893256,43.090901,0,Polygon,"1893.7235249491291,1551.1456423018242,1929.9086459219968,1533.4223177420076,1995.6253933043631,1667.594010301643,1959.4402723314954,1685.3173348614596",Ilwon Lee @ SI Analytics,b9672461a66c60d5f25fc465e61682efd413c1570dd360d4a0bcee9a845cdb59,108.png,2019:01:14 16:22:12,4,maritime vessels,Feature
131.892904,43.091358,0,131.893012,43.091413,0,131.893261,43.090931,0,131.893153,43.090876,0,Polygon,"1861.8178962241943,1558.3703675420402,1891.7697519910603,1542.9234985294818,1960.818314932076,1676.8103461771989,1930.86645916521,1692.2572151897573",Ilwon Lee @ SI Analytics,c49c4bb5bc953f84320a6bbde24d79370e0eae3e87b047dfc80d1330272e9197,108.png,2019:01:14 16:22:12,4,maritime vessels,Feature
131.888488,43.089478,0,131.888595,43.089613,0,131.889057,43.08925,0,131.88895,43.089115,0,Polygon,"635.2295538420997,2080.614063225304,664.7439796844462,2043.038974861519,793.0693997633325,2143.835839473995,763.554973920986,2181.41092783778",Ilwon Lee @ SI Analytics,0d6a1f2a08be26692c920a438908f967a9cdc0d58347c0e9f368e35c065b02aa,108.png,2019:01:14 16:22:12,4,maritime vessels,Feature
131.888649,43.089602,0,131.888753,43.089743,0,131.889327,43.089323,0,131.889224,43.089181,0,Polygon,"679.9453474712722,2046.069973864792,708.6735900814738,2006.8410632711875,868.238655951286,2123.694268090189,839.5104133410844,2162.9231786837936",Ilwon Lee @ SI Analytics,f8e90976c6a3b39b172c082be352c171e3b58665c56aea4ab8045170b777083e,108.png,2019:01:14 16:22:12,4,maritime vessels,Feature
131.889774,43.089663,0,131.889884,43.089761,0,131.890273,43.089321,0,131.890163,43.089224,0,Polygon,"992.2756746914142,2029.0355165994365,1022.8735547150719,2001.968161193229,1130.9739195863885,2124.1685736534578,1100.376039562731,2151.235929059665",Ilwon Lee @ SI Analytics,a8067657fc9dc2d4005ff45ba79cc5ebbc72dace2d468a540eb31fe33ad3b46c,108.png,2019:01:14 16:22:12,4,maritime vessels,Feature
131.889611,43.090271,0,131.889705,43.090355,0,131.890089,43.089921,0,131.889994,43.089838,0,Polygon,"946.9726129686406,1860.1623655759863,973.2285898053252,1836.93592452758,1079.8209161730638,1957.4315978098925,1053.5649393363792,1980.6580388582988",Ilwon Lee @ SI Analytics,e197d1930caf5d1904ef2fe470ab9f5f7d4db9b910f03475e947ce511c080267,108.png,2019:01:14 16:22:12,4,maritime vessels,Feature
131.889397,43.090069,0,131.889514,43.090173,0,131.88989,43.08975,0,131.889773,43.089645,0,Polygon,"887.488621230455,1916.4885528254981,920.1381476903425,1887.4667515290525,1024.6454557489783,2005.0374731000102,991.9959292890908,2034.0592743964557",Ilwon Lee @ SI Analytics,e469f29d70403b9c1478079a71e789a7982b10b3b943642a35d78fc973aed255,108.png,2019:01:14 16:22:12,4,maritime vessels,Feature
131.88998,43.089838,0,131.890118,43.08996,0,131.890585,43.089433,0,131.890447,43.089311,0,Polygon,"1049.6406882511242,1980.4598756447479,1087.980356454504,1946.5440153101565,1217.5993758515438,2093.0698633206057,1179.2597076481638,2126.985723655197",Ilwon Lee @ SI Analytics,db5e92b58e4bc8ec2798056d0c65e30fdea2a8202b2c9f7618563c3626e122ef,108.png,2019:01:14 16:22:12,4,maritime vessels,Feature
